,latitude,longitude,time,tags
9877,37.828577966,-122.211495973,2017-07-24 01:57:36,sierranevada+bottlecap
9878,37.828105721,-122.210952712,2017-07-24 02:16:10,nestle+plastic+water+bottle
9880,37.828104347,-122.212151941,2017-07-24 01:16:37,backtonature
9881,37.828062227,-122.21090031,2017-07-24 01:57:38,ghirardelli
9882,37.828073875,-122.210863741,2017-07-24 01:56:57,fork+plastic
9884,37.828648752,-122.211514916,2017-07-24 02:04:02,wrapper+plastic+jollyrancher
9885,37.828528639,-122.211376531,2017-07-24 01:55:00,glass
9886,37.828597203,-122.21134535,2017-07-24 01:58:43,bottlecap+bestdamn
9887,37.828532243,-122.211398324,2017-07-24 01:55:04,glass
9888,37.816384728,-122.2054403,2017-07-24 02:56:23,trident+paper+gum+wrapper
9889,37.828091592,-122.210869577,2017-07-24 01:54:32,otterpops+plastic
9890,37.828259293,-122.211359735,2017-07-24 01:58:45,bottlecap+corona
9891,37.828532243,-122.211398324,2017-07-24 01:55:20,otterpops+plastic
9892,37.828645525,-122.211341327,2017-07-24 02:05:00,corona+bottlecap
9893,37.828580439,-122.211460685,2017-07-24 01:57:01,plastic
9894,37.828518623,-122.211224148,2017-07-24 02:05:35,wendys+straw+plastic
9895,37.828047453,-122.210950912,2017-07-24 01:17:52,haribo
9896,37.82891429,-122.211565208,2017-07-24 02:03:56,sanpellegrino+bottle+plastic
9898,37.828518623,-122.211224148,2017-07-24 02:05:34,wendys+cup
9899,37.828597203,-122.21134535,2017-07-24 01:58:26,coke+plastic+bottlecap
9900,37.828162978,-122.212069882,2017-07-24 01:16:48,plastic
9901,37.828647075,-122.211346608,2017-07-24 02:05:04,plastic+bottlecap
9902,37.827976119,-122.210792949,2017-07-24 01:54:48,plastic+bottlecap
9903,37.828119225,-122.212042222,2017-07-24 01:16:33,aquafina+plastic+bottle
9904,37.828440673,-122.211101366,2017-07-24 02:16:25,paper
9905,37.828440673,-122.211101366,2017-07-24 02:16:22,bottlecap+plastic
9906,37.81622433,-122.20328508,2017-07-24 02:41:04,plastic+bottlecap
9907,37.828702815,-122.21167367,2017-07-24 02:04:57,corona+bottlecap
9908,37.816550396,-122.206911743,2017-07-24 02:49:21,bensonandhedges+cigarette
9909,37.828039003,-122.211191383,2017-07-24 02:03:23,plastic
9910,37.828555503,-122.211230183,2017-07-24 02:05:28,wrigleys+paper+wrapper+gum
9911,37.828577966,-122.211495973,2017-07-24 01:57:08,plastic+bottlecap
9912,37.828113358,-122.212145236,2017-07-24 01:16:38,plastic
9913,37.828636472,-122.211298831,2017-07-24 01:55:51,sierranevada+bottlecap
9914,37.828651853,-122.211364629,2017-07-24 02:05:23,wrigleys+paper+gum+wrapper
9915,37.828463805,-122.21123999,2017-07-24 01:57:45,plastic+bottlecap
9916,37.816580194,-122.206896069,2017-07-24 02:48:24,mandms+wrapper+paper
9917,37.828091592,-122.210869577,2017-07-24 01:54:36,plastic+otterpops
9918,37.82856225,-122.211233033,2017-07-24 01:57:53,vitacoco
9919,37.828073875,-122.210863741,2017-07-24 01:56:53,sierranevada+bottlecap
9920,37.828696528,-122.211446772,2017-07-24 02:04:40,spoon+plastic
9921,37.828490878,-122.211253317,2017-07-24 01:57:49,smartwater+plastic+bottlecap
9922,37.828483963,-122.211246779,2017-07-24 01:57:43,potatochips+ruffles
9923,37.828091592,-122.210869577,2017-07-24 01:54:39,plastic+otterpops
9924,37.827976119,-122.210792949,2017-07-24 01:54:46,plastic+otterpops
9925,37.828028291,-122.210905262,2017-07-24 01:56:58,glass
9926,37.828532243,-122.211398324,2017-07-24 01:55:47,bottlecap+sierranevada
9927,37.816440329,-122.205477664,2017-07-23 21:53:54,safeway+paper+monopoly
9928,37.816200882,-122.206047713,2017-07-23 21:55:46,paper
9929,37.81619996,-122.206041899,2017-07-23 21:55:44,plastic+bottlecap
9930,37.815791162,-122.207038875,2017-07-23 21:58:14,plastic
9931,37.81616441,-122.206229959,2017-07-23 21:56:13,coke+aluminum+can
9932,37.859322997,-122.242859043,2017-07-23 17:47:19,foil
9933,37.859247392,-122.242931882,2017-07-23 17:47:09,paper+strawwrapper
